,Cityname,Pagerank,Lines,Datetime
70,重庆,0.0046324930015483115,335,2020-11-26
7,北京,0.00462950215229355,331,2020-11-26
9,西安,0.004565460958629398,330,2020-11-26
32,郑州,0.0045502888248201215,330,2020-11-26
16,成都,0.00454854409028084,326,2020-11-26
69,邯郸,0.00452759938527442,329,2020-11-26
25,保定,0.004475892157236046,326,2020-11-26
187,南阳,0.004404927437757497,323,2020-11-26
5,上海,0.004326007154175916,313,2020-11-26
50,石家庄,0.004317335955563373,316,2020-11-26
36,长沙,0.004306306809612583,310,2020-11-26
29,天津,0.004282974350473713,312,2020-11-26
1,广州,0.0042800104413971175,310,2020-11-26
54,邢台,0.004272148352381014,315,2020-11-26
58,沧州,0.00423566312244053,311,2020-11-26
145,商丘,0.0042345286243126385,307,2020-11-26
67,合肥,0.004226245684866115,312,2020-11-26
87,菏泽,0.004224723410424412,312,2020-11-26
49,唐山,0.004218353782288348,307,2020-11-26
6,廊坊,0.004212405325398683,307,2020-11-26
4,苏州,0.004204484097847165,307,2020-11-26
34,济南,0.004198348910409489,307,2020-11-26
41,潍坊,0.004194085061843758,308,2020-11-26
48,武汉,0.0041898052649775265,307,2020-11-26
62,临沂,0.004182052854184135,308,2020-11-26
13,杭州,0.0041646745477301236,305,2020-11-26
112,衡水,0.004164151537051322,307,2020-11-26
38,新乡,0.004157883896830133,304,2020-11-26
201,驻马店,0.004146589368915769,302,2020-11-26
31,开封,0.004105788020637978,303,2020-11-26
86,济宁,0.004105053004704502,303,2020-11-26
3,深圳,0.004092526165433363,295,2020-11-26
0,佛山,0.004092419318543825,294,2020-11-26
33,德州,0.004082749781512053,300,2020-11-26
102,徐州,0.004045094016394196,298,2020-11-26
96,聊城,0.004036560552090202,297,2020-11-26
28,南京,0.004032995757988086,297,2020-11-26
161,安阳,0.00400900231348836,296,2020-11-26
205,赣州,0.003986507714398994,288,2020-11-26
76,岳阳,0.003972333896813652,289,2020-11-26
110,周口,0.003954131659681018,289,2020-11-26
42,青岛,0.003951279524689952,290,2020-11-26
89,昆明,0.003948363432026011,288,2020-11-26
52,许昌,0.003929043560727141,289,2020-11-26
46,洛阳,0.003925917879703566,290,2020-11-26
175,荆州,0.0039251494564129285,288,2020-11-26
8,咸阳,0.003919091166106853,286,2020-11-26
10,无锡,0.003917250090933075,286,2020-11-26
130,平顶山,0.003911093084118988,287,2020-11-26
241,荆门,0.003898010748453932,287,2020-11-26
2,东莞,0.0038758053616159867,282,2020-11-26
56,贵阳,0.0038694866141341508,280,2020-11-26
217,榆林,0.0038619530446397992,277,2020-11-26
212,襄阳,0.003852766261228909,285,2020-11-26
57,金华,0.003843447803227786,281,2020-11-26
40,渭南,0.0038352378236791414,280,2020-11-26
66,宁波,0.0038279105066971915,280,2020-11-26
206,信阳,0.003822793030620256,280,2020-11-26
117,南宁,0.003802750563684406,277,2020-11-26
153,运城,0.003796830505575141,280,2020-11-26
19,常州,0.0037910067576012235,279,2020-11-26
126,九江,0.00378944132767183,279,2020-11-26
194,兰州,0.003778341773800405,273,2020-11-26
53,滁州,0.0037776196570894656,280,2020-11-26
47,孝感,0.003777148199708631,278,2020-11-26
174,衡阳,0.0037722930922820374,274,2020-11-26
208,桂林,0.0037719750605859324,274,2020-11-26
123,遵义,0.003763332497700323,272,2020-11-26
61,黄冈,0.003762965869075376,278,2020-11-26
75,淄博,0.0037614769374318567,275,2020-11-26
120,秦皇岛,0.003738219525491365,273,2020-11-26
21,晋中,0.0037249471759409052,272,2020-11-26
189,濮阳,0.0037229025564627823,275,2020-11-26
12,嘉兴,0.003715399695271059,274,2020-11-26
91,南昌,0.0037074623769675265,271,2020-11-26
106,沈阳,0.0037036073278812467,265,2020-11-26
200,抚州,0.003703507247975863,271,2020-11-26
68,六安,0.003694047479019109,274,2020-11-26
23,清远,0.0036876801122074825,267,2020-11-26
181,常德,0.003687435669889688,272,2020-11-26
81,宿迁,0.003684728650386177,270,2020-11-26
109,咸宁,0.0036553828947673127,268,2020-11-26
82,滨州,0.0036518708177950233,267,2020-11-26
73,焦作,0.003646530074720807,267,2020-11-26
100,扬州,0.0036463166504197746,267,2020-11-26
256,随州,0.003644745141527515,267,2020-11-26
147,连云港,0.0036360607872799036,267,2020-11-26
167,阜阳,0.0036231778976861207,266,2020-11-26
101,宿州,0.003623122801408977,265,2020-11-26
72,张家口,0.003619106175526926,261,2020-11-26
37,南通,0.003608947838686664,265,2020-11-26
22,太原,0.0036076134553870275,264,2020-11-26
238,宜昌,0.0036052211287005836,266,2020-11-26
79,温州,0.0036020531064755758,264,2020-11-26
43,泰安,0.003599507655469054,265,2020-11-26
84,湛江,0.0035945209828500656,255,2020-11-26
55,黔南布依族苗族,0.003572170532467385,256,2020-11-26
170,葫芦岛,0.003571970070449063,259,2020-11-26
235,汉中,0.0035702498178642227,259,2020-11-26
215,三门峡,0.0035535838394332676,261,2020-11-26
35,湘潭,0.003541111999015731,257,2020-11-26
266,永州,0.003540410587936144,255,2020-11-26
90,宜春,0.003538436151652743,260,2020-11-26
240,十堰,0.0035331428493971355,260,2020-11-26
173,上饶,0.0035286120192401377,257,2020-11-26
60,株洲,0.003522714555811969,258,2020-11-26
14,绍兴,0.003511926699048278,258,2020-11-26
59,烟台,0.003499146253211339,254,2020-11-26
232,郴州,0.003494179890886096,251,2020-11-26
122,盐城,0.003492128268605672,255,2020-11-26
11,惠州,0.0034854674241989424,253,2020-11-26
88,曲靖,0.003485117177359957,252,2020-11-26
80,淮安,0.0034795299442085485,256,2020-11-26
152,临汾,0.0034766326822294512,252,2020-11-26
17,中山,0.0034615726984258575,249,2020-11-26
78,台州,0.0034598259128971664,254,2020-11-26
51,泉州,0.0034502527183608604,252,2020-11-26
24,湖州,0.0034488032895138845,253,2020-11-26
183,柳州,0.0034487966857563897,250,2020-11-26
166,亳州,0.003443813546092497,251,2020-11-26
30,肇庆,0.0034437363654655807,247,2020-11-26
155,商洛,0.003443005409150145,248,2020-11-26
162,芜湖,0.0034395652470764577,253,2020-11-26
142,长春,0.0034314125860777046,245,2020-11-26
249,湘西土家族苗族,0.0034278253226570406,249,2020-11-26
204,吉安,0.003427756334606527,249,2020-11-26
108,韶关,0.0034189715768534242,248,2020-11-26
156,安庆,0.003411218287419919,251,2020-11-26
248,怀化,0.0033999545168314207,247,2020-11-26
27,镇江,0.0033887408743671,247,2020-11-26
277,酒泉,0.0033643113127916095,234,2020-11-26
139,福州,0.0033550363658617017,244,2020-11-26
97,乌鲁木齐,0.0033527883318075343,227,2020-11-26
45,漳州,0.003342313034987155,245,2020-11-26
151,蚌埠,0.0033363346670295902,246,2020-11-26
222,安康,0.003335555356477663,242,2020-11-26
228,邵阳,0.0033344065318801222,242,2020-11-26
111,吕梁,0.0033326512609696364,239,2020-11-26
218,鄂尔多斯,0.003331606203770098,239,2020-11-26
168,百色,0.003325167715439163,235,2020-11-26
134,南充,0.0033175721976076225,238,2020-11-26
169,达州,0.0033082287992026596,241,2020-11-26
99,泰州,0.0032981702011934946,239,2020-11-26
115,毕节,0.0032980729868184915,240,2020-11-26
223,长治,0.0032928937893373375,241,2020-11-26
114,东营,0.003287677930170484,237,2020-11-26
224,漯河,0.003282505891910436,237,2020-11-26
171,锦州,0.0032764990572708525,235,2020-11-26
138,银川,0.003265644134536517,235,2020-11-26
71,绵阳,0.0032647934581370927,236,2020-11-26
44,厦门,0.003239522187074951,233,2020-11-26
306,平凉,0.0032371116614988158,231,2020-11-26
63,日照,0.003235724170158395,235,2020-11-26
316,天水,0.003228032144863606,230,2020-11-26
26,江门,0.0032219661112917464,228,2020-11-26
216,延安,0.003221962863643491,233,2020-11-26
242,铜仁,0.0032079478832910966,234,2020-11-26
188,泸州,0.003205974216815664,230,2020-11-26
150,衢州,0.003190422482947637,233,2020-11-26
229,呼和浩特,0.0031899113642969617,226,2020-11-26
141,枣庄,0.0031817104736250774,232,2020-11-26
