,Cityname,Pagerank,Lines,Datetime
83,重庆,0.008627610768892225,249,2022-08-02
5,西安,0.0078782496487985,230,2022-08-02
213,南阳,0.007447635917305507,228,2022-08-02
1,广州,0.006783637182741287,193,2022-08-02
47,郑州,0.006717422417962246,204,2022-08-02
9,北京,0.006586702482042241,182,2022-08-02
39,天津,0.00650780020929338,192,2022-08-02
33,长沙,0.006421178209638895,198,2022-08-02
42,武汉,0.0062900329303054205,198,2022-08-02
23,保定,0.006289405869154023,188,2022-08-02
13,杭州,0.0062854031799959124,186,2022-08-02
210,襄阳,0.006078668207805347,190,2022-08-02
43,合肥,0.0058936891230961285,186,2022-08-02
4,咸阳,0.005777340658103069,165,2022-08-02
64,黄冈,0.005733028458472399,184,2022-08-02
29,成都,0.005697576751764827,155,2022-08-02
82,沧州,0.00566862154756053,170,2022-08-02
68,岳阳,0.005639778954162534,176,2022-08-02
6,苏州,0.005590694439873308,177,2022-08-02
2,东莞,0.005539869818107469,154,2022-08-02
255,驻马店,0.00547688382132577,173,2022-08-02
61,唐山,0.0054672973647968545,158,2022-08-02
58,金华,0.005456862677575902,172,2022-08-02
27,渭南,0.005402839296207012,161,2022-08-02
35,济南,0.005398692824760828,168,2022-08-02
92,湛江,0.005377859990699037,134,2022-08-02
3,深圳,0.005372929459204281,147,2022-08-02
40,石家庄,0.005340419906110252,160,2022-08-02
37,南京,0.005326228959833681,169,2022-08-02
143,衡阳,0.005322286980758343,161,2022-08-02
76,邯郸,0.005279314592087899,164,2022-08-02
79,临沂,0.005242338114455935,162,2022-08-02
181,荆州,0.005229257657554112,164,2022-08-02
8,廊坊,0.00518058768137792,152,2022-08-02
164,常德,0.005162017884922209,157,2022-08-02
202,赣州,0.005134201678487589,158,2022-08-02
0,佛山,0.005120247218598016,148,2022-08-02
25,青岛,0.005112469466219033,157,2022-08-02
246,荆门,0.005035232873387153,159,2022-08-02
24,潍坊,0.005033190889829745,153,2022-08-02
55,邢台,0.005028295588602275,154,2022-08-02
132,徐州,0.005005237142228934,158,2022-08-02
85,昆明,0.004999209028533707,134,2022-08-02
135,九江,0.004930300360008348,159,2022-08-02
7,上海,0.0049235410056582265,154,2022-08-02
260,信阳,0.0049087593581880916,159,2022-08-02
46,新乡,0.004899461650427387,153,2022-08-02
71,洛阳,0.004898428697227335,151,2022-08-02
159,周口,0.004887108774647541,156,2022-08-02
209,抚州,0.0048661685932489965,150,2022-08-02
