,Cityname,Pagerank,Lines,Datetime
77,重庆,0.012022390157297941,239,2022-03-14
152,南阳,0.009614451366679178,207,2022-03-14
28,郑州,0.009422134477881306,192,2022-03-14
14,成都,0.008872279996423064,156,2022-03-14
6,西安,0.008799774166863214,164,2022-03-14
43,天津,0.008542086784451418,163,2022-03-14
31,武汉,0.0076897249354911275,180,2022-03-14
36,保定,0.0076638604599794736,152,2022-03-14
1,广州,0.007383674159714432,161,2022-03-14
64,唐山,0.007199416431726534,134,2022-03-14
166,襄阳,0.007173427989496408,162,2022-03-14
44,合肥,0.0071390364750685146,166,2022-03-14
74,菏泽,0.00713329411319745,161,2022-03-14
89,周口,0.007103419350902652,157,2022-03-14
4,苏州,0.007020467878502003,166,2022-03-14
61,洛阳,0.006962630420985729,145,2022-03-14
34,长沙,0.006944881817634704,168,2022-03-14
153,驻马店,0.006853341264715725,161,2022-03-14
154,信阳,0.006829684153972355,162,2022-03-14
27,开封,0.006805896565845644,154,2022-03-14
117,临沂,0.006800090955560302,152,2022-03-14
181,榆林,0.006782296031550495,106,2022-03-14
215,桂林,0.006748908640531454,158,2022-03-14
19,北京,0.006726427002065954,131,2022-03-14
7,咸阳,0.00671861026702854,112,2022-03-14
99,平顶山,0.006717834359074746,151,2022-03-14
54,济南,0.006706583151100688,147,2022-03-14
68,石家庄,0.006683671229941281,140,2022-03-14
55,黄冈,0.006582378916443967,162,2022-03-14
72,湛江,0.006577360071845449,130,2022-03-14
32,新乡,0.006531953490328671,148,2022-03-14
57,岳阳,0.006463350090957611,157,2022-03-14
111,邯郸,0.006448601815168624,144,2022-03-14
62,渭南,0.006381814105535801,116,2022-03-14
11,杭州,0.006342517271485178,152,2022-03-14
127,商丘,0.0062589504414620025,145,2022-03-14
73,济宁,0.006133866066729189,140,2022-03-14
123,沧州,0.006129877513156077,129,2022-03-14
155,荆州,0.006122436690289777,144,2022-03-14
136,衡阳,0.0061131950957492975,147,2022-03-14
147,衡水,0.006063281394114317,135,2022-03-14
2,东莞,0.0059991968055334455,133,2022-03-14
70,邢台,0.005982425002315151,128,2022-03-14
95,徐州,0.005954732523820392,140,2022-03-14
172,抚州,0.005916227234650238,145,2022-03-14
67,德州,0.00587680012227734,128,2022-03-14
35,许昌,0.005863507536126807,137,2022-03-14
213,荆门,0.00585014208512147,138,2022-03-14
76,南昌,0.00584906564543662,144,2022-03-14
144,常德,0.00584644514117338,141,2022-03-14
0,佛山,0.005836472933980694,130,2022-03-14
187,三门峡,0.005792451013775221,111,2022-03-14
257,兰州,0.005788287085210559,61,2022-03-14
87,昆明,0.005748396450187199,109,2022-03-14
107,聊城,0.005740767917153301,127,2022-03-14
56,金华,0.005739530701480505,142,2022-03-14
185,赣州,0.005729210758303754,141,2022-03-14
38,南京,0.005711983693245615,139,2022-03-14
160,上饶,0.005708235895577891,141,2022-03-14
92,潍坊,0.0056525097289906205,125,2022-03-14
75,宜春,0.00564977413084114,140,2022-03-14
96,九江,0.00564854838545249,140,2022-03-14
256,定西,0.0055910148123563715,56,2022-03-14
271,哈密,0.005590825854127236,48,2022-03-14
18,廊坊,0.005575361866302392,110,2022-03-14
270,酒泉,0.005570661875142728,48,2022-03-14
149,安庆,0.005568121791115966,138,2022-03-14
254,怀化,0.005510689104787184,127,2022-03-14
5,无锡,0.005474925099960847,134,2022-03-14
45,六安,0.005446460909672795,134,2022-03-14
199,宜昌,0.005445986130059589,127,2022-03-14
128,秦皇岛,0.005439128225715375,95,2022-03-14
