,Cityname,Pagerank,Lines,Datetime
1,广州,0.005221926993079335,308,2019-01-13
12,保定,0.005193231703753345,308,2019-01-13
25,郑州,0.005167008037249265,310,2019-01-13
7,北京,0.005001729544598427,319,2019-01-13
13,天津,0.004996337480309738,315,2019-01-13
63,重庆,0.0049943093565411505,318,2019-01-13
47,石家庄,0.004984110133477876,299,2019-01-13
15,成都,0.00494536410558187,311,2019-01-13
10,西安,0.004897726652826148,315,2019-01-13
139,南阳,0.0048723696008848485,311,2019-01-13
35,沧州,0.004690702286344584,299,2019-01-13
5,上海,0.004625514818897887,294,2019-01-13
48,邢台,0.004605608586519801,296,2019-01-13
69,邯郸,0.004604763465473017,295,2019-01-13
40,长沙,0.004590252071853168,295,2019-01-13
24,开封,0.004575760870908769,296,2019-01-13
199,襄阳,0.004574334424641518,296,2019-01-13
28,武汉,0.004568728181462668,294,2019-01-13
4,苏州,0.004558301882744285,295,2019-01-13
70,岳阳,0.004532527944301865,291,2019-01-13
122,衡水,0.004512553377839096,290,2019-01-13
34,济南,0.004489014183565917,289,2019-01-13
115,临沂,0.004466392357818078,291,2019-01-13
6,廊坊,0.004442683497509897,285,2019-01-13
3,深圳,0.00443449279738307,283,2019-01-13
17,杭州,0.004429093659120375,286,2019-01-13
36,唐山,0.00441822479020877,282,2019-01-13
78,菏泽,0.004410246206612025,287,2019-01-13
169,驻马店,0.004387419929523715,284,2019-01-13
26,新乡,0.004369935814382659,282,2019-01-13
181,信阳,0.004348130986582791,280,2019-01-13
60,合肥,0.004347864215636773,283,2019-01-13
85,聊城,0.004346345377553838,280,2019-01-13
0,佛山,0.004334887784051089,270,2019-01-13
9,咸阳,0.004315710187470535,278,2019-01-13
42,青岛,0.0043105786760947815,278,2019-01-13
19,绍兴,0.004291163443838089,255,2019-01-13
176,衡阳,0.004286508889305876,274,2019-01-13
30,南京,0.0042689449590714275,275,2019-01-13
66,金华,0.004259959335286614,272,2019-01-13
224,桂林,0.004251700637097625,274,2019-01-13
154,安阳,0.004245879061148429,276,2019-01-13
230,荆门,0.004229416769754953,275,2019-01-13
107,徐州,0.004225919018764128,275,2019-01-13
33,德州,0.00422405196354052,273,2019-01-13
27,孝感,0.004215365718300485,271,2019-01-13
2,东莞,0.004211069793837238,267,2019-01-13
56,贵阳,0.00419882227514184,268,2019-01-13
156,荆州,0.004195917129144229,273,2019-01-13
61,黄冈,0.004193731763623075,274,2019-01-13
134,商丘,0.004189458492450198,271,2019-01-13
11,无锡,0.004186601086243316,271,2019-01-13
41,潍坊,0.004179161907452995,270,2019-01-13
43,许昌,0.004171190123692492,269,2019-01-13
