,Cityname,Pagerank,Lines,Datetime
70,重庆,0.004751866202727598,347,2020-04-10
8,西安,0.004597026760605317,338,2020-04-10
17,成都,0.0045580074208454455,335,2020-04-10
32,郑州,0.004545085934962074,339,2020-04-10
188,南阳,0.0044988225284447675,335,2020-04-10
44,保定,0.0044388084571268345,329,2020-04-10
77,邯郸,0.004436305160336748,333,2020-04-10
56,石家庄,0.004426081933955426,331,2020-04-10
87,济宁,0.0043524535582852636,328,2020-04-10
10,北京,0.004334357385475982,322,2020-04-10
41,济南,0.00433171347829664,326,2020-04-10
31,开封,0.004323297547545238,324,2020-04-10
3,广州,0.004305913492779458,320,2020-04-10
59,邢台,0.004303852591995671,324,2020-04-10
29,天津,0.004297350812358229,325,2020-04-10
4,苏州,0.004296060807980388,323,2020-04-10
88,菏泽,0.0042686843688506644,324,2020-04-10
45,沧州,0.004251711476787379,323,2020-04-10
180,荆州,0.004243900093836128,319,2020-04-10
111,临沂,0.004243242421955738,317,2020-04-10
196,驻马店,0.004234450624244687,322,2020-04-10
52,合肥,0.004224123478492403,318,2020-04-10
201,榆林,0.0042078109301176584,314,2020-04-10
46,潍坊,0.004180214533543577,314,2020-04-10
38,新乡,0.004176691490130848,318,2020-04-10
248,襄阳,0.00417325549111827,315,2020-04-10
28,长沙,0.004173035438369717,315,2020-04-10
148,商丘,0.0041696396456055735,315,2020-04-10
7,咸阳,0.004168792962054523,308,2020-04-10
100,徐州,0.004155463195308319,316,2020-04-10
36,武汉,0.004147313034527958,316,2020-04-10
63,岳阳,0.0041390339361265256,314,2020-04-10
197,信阳,0.0041377843706134135,315,2020-04-10
122,衡水,0.004135861839634455,315,2020-04-10
39,渭南,0.0041301982696789405,305,2020-04-10
102,聊城,0.004129107900093917,315,2020-04-10
74,洛阳,0.0041239225114412595,311,2020-04-10
5,上海,0.004114930522126986,310,2020-04-10
89,遵义,0.004111526004271296,309,2020-04-10
25,南京,0.00409229711557139,309,2020-04-10
0,东莞,0.004087943391870585,305,2020-04-10
112,安阳,0.0040770949038413115,311,2020-04-10
9,廊坊,0.004059450419504478,309,2020-04-10
33,晋中,0.004050482171371829,303,2020-04-10
106,周口,0.0040481425963552545,309,2020-04-10
35,孝感,0.004045702647677916,308,2020-04-10
6,无锡,0.00404129881541098,309,2020-04-10
13,杭州,0.004036285974027753,306,2020-04-10
163,平顶山,0.004016046310398609,305,2020-04-10
40,德州,0.004008684091660929,303,2020-04-10
228,三门峡,0.004007263195899523,296,2020-04-10
160,衡阳,0.0040002821273016995,301,2020-04-10
57,许昌,0.003992228570386022,306,2020-04-10
37,唐山,0.003989482865874883,303,2020-04-10
66,黄冈,0.00398413528850035,302,2020-04-10
54,滁州,0.003983380297036835,303,2020-04-10
187,濮阳,0.003975898252493353,304,2020-04-10
253,荆门,0.003961167912023412,304,2020-04-10
117,南充,0.00394969747892143,291,2020-04-10
78,昆明,0.0039404708840906025,297,2020-04-10
165,常德,0.003933975314909935,298,2020-04-10
254,随州,0.00392289161839526,297,2020-04-10
47,青岛,0.0039195299491130734,295,2020-04-10
249,十堰,0.003905847504669136,294,2020-04-10
130,九江,0.0039005422016938707,295,2020-04-10
75,淄博,0.00389236468024932,294,2020-04-10
2,佛山,0.003891009753637798,289,2020-04-10
215,赣州,0.003890770201367748,291,2020-04-10
157,连云港,0.00388751739951306,297,2020-04-10
76,滨州,0.003877881476183738,294,2020-04-10
121,商洛,0.0038767824494803736,290,2020-04-10
81,焦作,0.003870508264227336,294,2020-04-10
60,绵阳,0.003861432709987787,286,2020-04-10
214,兰州,0.003859247361505818,281,2020-04-10
193,汉中,0.0038547611953042024,287,2020-04-10
43,黔南布依族苗族,0.0038532539772194816,288,2020-04-10
15,常州,0.0038516883434532015,294,2020-04-10
147,临汾,0.0038440716553929813,289,2020-04-10
92,淮安,0.0038411011506977325,288,2020-04-10
153,南宁,0.0038391801788640045,286,2020-04-10
42,贵阳,0.003839001182515858,289,2020-04-10
146,运城,0.003835554249471942,293,2020-04-10
48,金华,0.003815041078708955,288,2020-04-10
212,邵阳,0.0038018644808360917,285,2020-04-10
145,阜阳,0.003800025487099546,287,2020-04-10
161,达州,0.0037935095419647695,288,2020-04-10
99,宿州,0.00377967348032629,286,2020-04-10
53,六安,0.0037674671838946973,285,2020-04-10
1,深圳,0.0037667924828809754,282,2020-04-10
134,葫芦岛,0.003761131558421453,286,2020-04-10
105,盐城,0.0037576155736588554,284,2020-04-10
12,嘉兴,0.00375683068931821,284,2020-04-10
227,桂林,0.0037553855808163273,283,2020-04-10
72,台州,0.003753550128014339,283,2020-04-10
123,安庆,0.0037520310271506587,286,2020-04-10
109,湛江,0.0037433837232234493,277,2020-04-10
231,恩施土家族苗族,0.003741621756075713,281,2020-04-10
21,清远,0.0037387351479003872,281,2020-04-10
95,广安,0.003726957724008333,277,2020-04-10
104,扬州,0.003723625761337942,284,2020-04-10
91,宜春,0.0037218479264862084,283,2020-04-10
61,宁波,0.003718313862163534,284,2020-04-10
58,泰安,0.003715702358862036,281,2020-04-10
203,抚州,0.003704781014089895,280,2020-04-10
20,湖州,0.0036917896209747022,278,2020-04-10
243,宜昌,0.003685765429825567,280,2020-04-10
264,永州,0.0036746511488587874,277,2020-04-10
14,绍兴,0.003673684204249494,279,2020-04-10
16,德阳,0.0036693901780559517,269,2020-04-10
90,南昌,0.0036653901276591724,277,2020-04-10
73,温州,0.0036648790932750277,279,2020-04-10
34,太原,0.003661481249472195,276,2020-04-10
23,南通,0.0036593068747090536,278,2020-04-10
69,毕节,0.0036564835711566882,274,2020-04-10
80,曲靖,0.0036509620754123255,276,2020-04-10
200,鄂尔多斯,0.00364940619858173,273,2020-04-10
207,安康,0.0036409523121783147,275,2020-04-10
205,延安,0.003636828675358387,274,2020-04-10
162,上饶,0.00363538335034826,273,2020-04-10
211,铜仁,0.0036338020979218262,274,2020-04-10
50,泉州,0.003632276667675959,274,2020-04-10
93,宿迁,0.003631058153544857,275,2020-04-10
241,湘西土家族苗族,0.0036253568952277866,272,2020-04-10
27,湘潭,0.0036193132068052213,275,2020-04-10
240,怀化,0.003610706123665745,272,2020-04-10
11,惠州,0.003608056687785898,271,2020-04-10
24,镇江,0.00359218256721653,272,2020-04-10
119,沈阳,0.0035919209622815853,269,2020-04-10
280,哈密,0.0035631383438800932,253,2020-04-10
62,烟台,0.0035590871060942894,268,2020-04-10
181,咸宁,0.0035572767614216677,271,2020-04-10
143,遂宁,0.0035565178253075935,261,2020-04-10
235,郴州,0.0035497893357644235,267,2020-04-10
174,柳州,0.003549788683428234,266,2020-04-10
116,秦皇岛,0.0035487695636603435,268,2020-04-10
217,长治,0.003548159437874874,269,2020-04-10
141,韶关,0.003541788250247692,267,2020-04-10
125,宝鸡,0.003538344516317856,259,2020-04-10
127,东营,0.0035123240650868845,264,2020-04-10
281,平凉,0.003507453951312278,256,2020-04-10
133,锦州,0.003500591125413785,261,2020-04-10
216,吉安,0.0034958790977869213,263,2020-04-10
168,张家口,0.0034723669878574228,257,2020-04-10
136,福州,0.003469433410376156,263,2020-04-10
144,亳州,0.003454806906386246,261,2020-04-10
300,酒泉,0.0034521516280511646,248,2020-04-10
150,银川,0.0034463823021530443,252,2020-04-10
221,广元,0.003445387309259239,254,2020-04-10
204,仙桃,0.0034451242834689522,262,2020-04-10
182,黔东南苗族侗族,0.003442867898439779,259,2020-04-10
149,吴忠,0.0034395268494929855,249,2020-04-10
179,泸州,0.003436696825273201,255,2020-04-10
103,马鞍山,0.0034250756309995743,256,2020-04-10
55,株洲,0.003421514522761019,258,2020-04-10
110,日照,0.003415229246135394,257,2020-04-10
238,池州,0.0034149505574037533,259,2020-04-10
18,眉山,0.003414414524323165,254,2020-04-10
177,大同,0.0034118716970180643,249,2020-04-10
210,黄石,0.003411608296892372,257,2020-04-10
