,Cityname,Pagerank,Lines,Datetime
7,北京,0.005225663519498737,309,2018-12-09
10,西安,0.005182718971905134,306,2018-12-09
28,郑州,0.005143276915103336,304,2018-12-09
182,南阳,0.005096889188087536,303,2018-12-09
66,重庆,0.0050951565159884134,299,2018-12-09
16,成都,0.005092163854127199,297,2018-12-09
17,保定,0.005066708688289233,300,2018-12-09
18,天津,0.00501092672690235,297,2018-12-09
3,广州,0.004892385447753518,285,2018-12-09
39,长沙,0.004886306578981449,288,2018-12-09
50,沧州,0.004858850605515891,289,2018-12-09
56,邢台,0.00484672984090318,284,2018-12-09
4,苏州,0.004783863482203709,286,2018-12-09
51,石家庄,0.004735009461767395,279,2018-12-09
31,新乡,0.004660356152389449,281,2018-12-09
37,武汉,0.0046541531384790185,283,2018-12-09
206,襄阳,0.00465308103084333,279,2018-12-09
5,上海,0.004642474054650037,274,2018-12-09
124,衡水,0.004636234852832949,275,2018-12-09
93,邯郸,0.004601184409976328,273,2018-12-09
129,临沂,0.004582473872447387,276,2018-12-09
27,开封,0.004542502432232885,274,2018-12-09
9,咸阳,0.004537879654452651,270,2018-12-09
30,南京,0.00452313646533453,273,2018-12-09
68,合肥,0.004509818443926987,270,2018-12-09
13,杭州,0.004495837929828716,270,2018-12-09
42,潍坊,0.004493721353378868,267,2018-12-09
1,深圳,0.004487349934957341,269,2018-12-09
43,青岛,0.004468327911660162,262,2018-12-09
47,济南,0.004454038533888269,268,2018-12-09
208,驻马店,0.00443288968478762,265,2018-12-09
125,平顶山,0.004415518571007683,263,2018-12-09
156,常德,0.004404462630919541,266,2018-12-09
112,聊城,0.004389497604821498,262,2018-12-09
0,东莞,0.004388577915043459,260,2018-12-09
52,唐山,0.004380358376337296,258,2018-12-09
44,金华,0.004370346996944973,261,2018-12-09
2,佛山,0.004363553414545255,259,2018-12-09
100,菏泽,0.004359839553713717,265,2018-12-09
11,无锡,0.004358649550251436,254,2018-12-09
6,廊坊,0.004345758717932361,258,2018-12-09
99,济宁,0.004330217936023808,262,2018-12-09
115,徐州,0.004327142251791729,257,2018-12-09
48,许昌,0.004314186012196905,258,2018-12-09
84,洛阳,0.004308300918178219,260,2018-12-09
242,荆门,0.0043051634084553,259,2018-12-09
76,岳阳,0.004264020600179054,256,2018-12-09
71,昆明,0.004262109812231481,252,2018-12-09
54,贵阳,0.004247753975413055,251,2018-12-09
192,荆州,0.004245561661760424,254,2018-12-09
201,抚州,0.004222996453239018,253,2018-12-09
153,桂林,0.004217680043007661,250,2018-12-09
222,榆林,0.004216970933494024,248,2018-12-09
46,德州,0.004166807368282346,245,2018-12-09
59,宁波,0.004153921690638262,248,2018-12-09
118,九江,0.004149462935429832,253,2018-12-09
243,随州,0.004148743931435101,250,2018-12-09
45,渭南,0.004148682069192498,246,2018-12-09
165,衡阳,0.004143182438126617,248,2018-12-09
103,周口,0.004132244824975842,252,2018-12-09
214,赣州,0.004118603407555722,247,2018-12-09
65,黄冈,0.0041099144042469555,252,2018-12-09
252,兰州,0.004079381688642285,234,2018-12-09
136,南宁,0.0040717330924120824,240,2018-12-09
22,常州,0.0040530399082595175,244,2018-12-09
90,温州,0.0040403911297427235,236,2018-12-09
25,太原,0.004039306269128511,238,2018-12-09
164,安阳,0.004036283303922759,241,2018-12-09
195,濮阳,0.0040347063639250185,242,2018-12-09
230,三门峡,0.004034682444771357,241,2018-12-09
209,信阳,0.004009024299003982,244,2018-12-09
158,商丘,0.003997991630133693,242,2018-12-09
12,绍兴,0.003983734327516685,234,2018-12-09
24,晋中,0.0039758162615039375,233,2018-12-09
14,嘉兴,0.00396959233493601,238,2018-12-09
98,湛江,0.003963023440930317,230,2018-12-09
109,商洛,0.003961942743003757,238,2018-12-09
53,黔南布依族苗族,0.003952698641896158,233,2018-12-09
237,宜昌,0.003950708641948638,238,2018-12-09
88,南昌,0.0039501341040630925,239,2018-12-09
38,湘潭,0.003920095102590579,236,2018-12-09
87,宜春,0.0039051603972717836,235,2018-12-09
197,上饶,0.003903000288491292,234,2018-12-09
189,运城,0.0038992195601610727,234,2018-12-09
8,惠州,0.003896680443820272,228,2018-12-09
36,孝感,0.0038959777381171743,235,2018-12-09
108,遵义,0.0038882191659087772,229,2018-12-09
135,秦皇岛,0.0038802267056530573,227,2018-12-09
55,滁州,0.0038708394406175677,232,2018-12-09
41,南通,0.0038651679611674287,229,2018-12-09
273,永州,0.003862168203077932,230,2018-12-09
253,十堰,0.0038561687377389724,231,2018-12-09
151,阜阳,0.003848863057546885,231,2018-12-09
83,焦作,0.0038398865479936763,229,2018-12-09
61,株洲,0.0038126054520434445,229,2018-12-09
111,沈阳,0.0038047257513418144,218,2018-12-09
67,六安,0.0037875326015270492,229,2018-12-09
23,清远,0.0037838460569437644,229,2018-12-09
119,宿州,0.0037775026024139324,226,2018-12-09
200,安康,0.0037708532722862276,223,2018-12-09
210,怀化,0.0037608827915072245,225,2018-12-09
81,滨州,0.003755346353782648,220,2018-12-09
245,郴州,0.0037435551293355657,222,2018-12-09
89,台州,0.003738440068765697,222,2018-12-09
64,泰安,0.0037334425939094364,219,2018-12-09
211,湘西土家族苗族,0.0037153777083100744,222,2018-12-09
34,漳州,0.0036968656608616715,219,2018-12-09
114,盐城,0.0036967803216516517,222,2018-12-09
138,衢州,0.003686524405030569,223,2018-12-09
227,漯河,0.0036544059183504047,219,2018-12-09
49,张家口,0.003642968198372151,213,2018-12-09
116,咸宁,0.0036335817905040688,216,2018-12-09
40,泉州,0.0036331681018644656,217,2018-12-09
150,亳州,0.0036278522472079962,219,2018-12-09
215,吉安,0.003623504835781546,217,2018-12-09
198,汉中,0.003619869159492887,214,2018-12-09
82,淄博,0.003612784087693198,207,2018-12-09
60,烟台,0.0036052154560251874,213,2018-12-09
185,连云港,0.0035998036601823553,216,2018-12-09
79,乌鲁木齐,0.0035979354851767946,193,2018-12-09
101,淮安,0.003593172169526165,213,2018-12-09
232,葫芦岛,0.0035826557724643214,209,2018-12-09
166,福州,0.0035744829700172275,211,2018-12-09
160,安庆,0.003571417894157205,215,2018-12-09
26,湖州,0.003567357753639858,217,2018-12-09
152,柳州,0.003557397885422993,210,2018-12-09
196,邵阳,0.0035454235366209176,212,2018-12-09
77,扬州,0.0035429257246546476,212,2018-12-09
75,曲靖,0.003518464291887461,207,2018-12-09
216,铜仁,0.003515853016686721,208,2018-12-09
159,蚌埠,0.003502600221467419,212,2018-12-09
117,韶关,0.003494798175358709,209,2018-12-09
131,南充,0.0034902580308269144,204,2018-12-09
127,东营,0.0034734651239473465,201,2018-12-09
35,厦门,0.0034681621503544827,200,2018-12-09
161,达州,0.003429275223197221,200,2018-12-09
155,芜湖,0.00342069706466725,206,2018-12-09
221,鄂尔多斯,0.003408080465125558,198,2018-12-09
29,镇江,0.0034018271355931266,202,2018-12-09
145,枣庄,0.0033903287211737593,198,2018-12-09
188,临汾,0.0033806824887405223,199,2018-12-09
205,仙桃,0.003352822387083695,200,2018-12-09
19,中山,0.0033489635279965293,197,2018-12-09
277,池州,0.0033426346610025285,200,2018-12-09
72,益阳,0.0033426168764951365,199,2018-12-09
207,黔东南苗族侗族,0.0033080922435077134,191,2018-12-09
58,绵阳,0.0033069092410432915,193,2018-12-09
306,平凉,0.0032975987493885223,190,2018-12-09
102,宿迁,0.0032975208870918704,197,2018-12-09
92,安顺,0.0032646219144252192,192,2018-12-09
97,茂名,0.0032498888494647228,183,2018-12-09
128,日照,0.0032487329452347323,192,2018-12-09
203,延安,0.003244553902308828,192,2018-12-09
223,呼和浩特,0.0032436508324834327,185,2018-12-09
190,黄石,0.0032425478369696907,196,2018-12-09
146,吴忠,0.0032416750887525195,183,2018-12-09
94,马鞍山,0.0032307361661163938,194,2018-12-09
327,酒泉,0.003225615951425305,182,2018-12-09
319,武威,0.0032255621528824692,184,2018-12-09
96,长春,0.0032231949851084995,180,2018-12-09
217,景德镇,0.003222259714473096,193,2018-12-09
235,广元,0.00322130040536648,186,2018-12-09
293,天门,0.0032022312386294017,191,2018-12-09
134,承德,0.003200925577496681,179,2018-12-09
175,娄底,0.0031913514892805825,191,2018-12-09
105,哈尔滨,0.0031903869922376583,175,2018-12-09
69,泰州,0.003186524422808256,190,2018-12-09
226,恩施土家族苗族,0.0031670243474055037,189,2018-12-09
147,银川,0.0031611086462254873,181,2018-12-09
143,宝鸡,0.0031576454301011202,182,2018-12-09
91,毕节,0.0031569938870808995,184,2018-12-09
15,德阳,0.003142384526749655,183,2018-12-09
33,江门,0.0031320245184646017,179,2018-12-09
32,肇庆,0.0031237104600029004,180,2018-12-09
172,泸州,0.003122904522893848,181,2018-12-09
236,长治,0.0031130417604732343,182,2018-12-09
274,贺州,0.0030977448488857884,175,2018-12-09
123,遂宁,0.003094674529080567,179,2018-12-09
247,六盘水,0.0030925287810512564,178,2018-12-09
170,鹤壁,0.0030915735139693023,180,2018-12-09
305,固原,0.0030762681958883212,175,2018-12-09
345,哈密,0.0030715048072507073,171,2018-12-09
219,锦州,0.0030636856967154527,173,2018-12-09
271,三明,0.003058876982231622,182,2018-12-09
279,中卫,0.0030540172935183954,170,2018-12-09
251,定西,0.0030314970442931024,173,2018-12-09
261,龙岩,0.0030239923106492126,180,2018-12-09
120,淮南,0.00300563338057332,178,2018-12-09
85,河源,0.003005627539723844,178,2018-12-09
130,吕梁,0.0030049827312790475,172,2018-12-09
139,忻州,0.00299674340902141,172,2018-12-09
254,南平,0.002993026900678415,178,2018-12-09
342,张掖,0.002980324056861294,169,2018-12-09
322,天水,0.002973490047424408,168,2018-12-09
267,梧州,0.002950549481245829,163,2018-12-09
181,百色,0.0029505113217006317,170,2018-12-09
174,河池,0.0029423940093258995,165,2018-12-09
213,西宁,0.0029184821193676243,162,2018-12-09
220,宣城,0.002908774706199737,170,2018-12-09
21,眉山,0.0029043473105907396,166,2018-12-09
