,Cityname,Pagerank,Lines,Datetime
6,北京,0.005213236861857214,323,2018-07-20
28,重庆,0.005175212196106804,326,2018-07-20
24,成都,0.004937159377023814,308,2018-07-20
3,广州,0.00484510196245256,300,2018-07-20
9,西安,0.00482910874293357,308,2018-07-20
42,郑州,0.004766311034079172,300,2018-07-20
13,天津,0.0046557537094339485,293,2018-07-20
12,保定,0.004566452939458605,288,2018-07-20
44,武汉,0.004556191185825894,287,2018-07-20
150,南阳,0.004546957940866969,292,2018-07-20
259,襄阳,0.004489271729873988,290,2018-07-20
46,石家庄,0.004487986616139885,282,2018-07-20
5,上海,0.004485471689110285,285,2018-07-20
60,长沙,0.004484683967142844,284,2018-07-20
1,深圳,0.004479169389894657,274,2018-07-20
4,苏州,0.004415241391270002,281,2018-07-20
61,沧州,0.004405651715077022,279,2018-07-20
70,合肥,0.004393098707640546,281,2018-07-20
10,咸阳,0.004388184289242249,275,2018-07-20
15,杭州,0.004369776275384485,276,2018-07-20
130,邯郸,0.00434743617228624,273,2018-07-20
49,南京,0.004339906141778089,276,2018-07-20
83,临沂,0.004332885691285937,274,2018-07-20
33,潍坊,0.004320999015769804,273,2018-07-20
37,渭南,0.004309277767138953,270,2018-07-20
2,佛山,0.00427399223396846,264,2018-07-20
81,邢台,0.0042534697669475,271,2018-07-20
34,青岛,0.004248846107728747,268,2018-07-20
73,岳阳,0.004246504487514433,270,2018-07-20
43,开封,0.004213419591004374,269,2018-07-20
52,济南,0.004211149002799874,265,2018-07-20
178,荆州,0.00418847699902689,268,2018-07-20
174,常德,0.00418070721167739,265,2018-07-20
219,驻马店,0.004180631367658094,265,2018-07-20
41,唐山,0.0041680763127238665,263,2018-07-20
75,许昌,0.004160273227352229,263,2018-07-20
47,洛阳,0.0041522205761411485,262,2018-07-20
50,新乡,0.004148630238993351,263,2018-07-20
68,昆明,0.004147217087116494,262,2018-07-20
0,东莞,0.004144090708444318,253,2018-07-20
7,廊坊,0.004128430620611113,258,2018-07-20
140,徐州,0.0041266025079029255,263,2018-07-20
109,周口,0.004123612928227872,264,2018-07-20
35,贵阳,0.00410249855336761,258,2018-07-20
11,无锡,0.0041019434288214855,262,2018-07-20
107,济宁,0.004101698275375853,261,2018-07-20
156,衡水,0.004100439493272709,259,2018-07-20
108,菏泽,0.004093432693070126,261,2018-07-20
114,平顶山,0.0040740957761481005,259,2018-07-20
161,南宁,0.00407192551846108,252,2018-07-20
226,荆门,0.004039584677958945,259,2018-07-20
157,衡阳,0.0040357055124539696,255,2018-07-20
54,金华,0.004009662404323973,253,2018-07-20
228,榆林,0.0040095747952975215,247,2018-07-20
31,晋中,0.003998920183369879,250,2018-07-20
214,兰州,0.003998434039055297,238,2018-07-20
67,宁波,0.003997806335064403,254,2018-07-20
257,信阳,0.0039856174071799064,254,2018-07-20
175,商丘,0.003981384774475375,254,2018-07-20
136,九江,0.003978392748822054,253,2018-07-20
217,赣州,0.003976640057621097,247,2018-07-20
45,黄冈,0.003945652092140359,254,2018-07-20
29,遵义,0.003931297575651992,244,2018-07-20
99,南昌,0.0039194964758503745,248,2018-07-20
229,桂林,0.0039013940200444755,244,2018-07-20
51,德州,0.0039005064002912166,247,2018-07-20
80,滁州,0.0038984406548797706,249,2018-07-20
14,嘉兴,0.003887830049667835,247,2018-07-20
16,张家口,0.003848972020544677,232,2018-07-20
247,随州,0.003844896556546994,247,2018-07-20
238,濮阳,0.003842207963416045,243,2018-07-20
38,烟台,0.003803685433471305,239,2018-07-20
65,绵阳,0.00380334882451193,234,2018-07-20
21,常州,0.00379455105769349,240,2018-07-20
53,孝感,0.0037816786253039086,242,2018-07-20
235,三门峡,0.003778747031535068,238,2018-07-20
129,湛江,0.0037681435270929342,225,2018-07-20
26,湖州,0.003765623383137822,239,2018-07-20
132,聊城,0.0037393326719452474,237,2018-07-20
296,永州,0.0037341763771648797,231,2018-07-20
23,秦皇岛,0.0037318997000882637,232,2018-07-20
36,黔南布依族苗族,0.0037307772860539793,234,2018-07-20
71,六安,0.003726781522388897,238,2018-07-20
192,连云港,0.003718704956379335,233,2018-07-20
209,铜仁,0.003706443618703266,234,2018-07-20
180,阜阳,0.0036927839573689435,234,2018-07-20
78,沈阳,0.0036631969299576435,226,2018-07-20
204,运城,0.0036581289201385106,231,2018-07-20
18,清远,0.0036565880485024465,230,2018-07-20
213,上饶,0.0036520652185724686,232,2018-07-20
120,温州,0.0036496068466302005,232,2018-07-20
32,南通,0.003638344095992386,229,2018-07-20
147,安庆,0.003634130642315183,229,2018-07-20
266,十堰,0.0036324030500262203,230,2018-07-20
8,惠州,0.0036261203638087835,228,2018-07-20
59,湘潭,0.003624671499647578,230,2018-07-20
185,安阳,0.0036191659831686703,228,2018-07-20
77,株洲,0.0036178710517462236,230,2018-07-20
94,西宁,0.0036120445580413657,212,2018-07-20
92,恩施土家族苗族,0.003599951212883392,228,2018-07-20
232,湘西土家族苗族,0.0035982925350984806,227,2018-07-20
282,郴州,0.0035976417012407863,225,2018-07-20
218,吉安,0.003596640898832936,227,2018-07-20
145,宿州,0.0035909344654102724,226,2018-07-20
172,宜昌,0.0035876339156552094,229,2018-07-20
98,淄博,0.003586865576541816,226,2018-07-20
56,泉州,0.0035840274295078226,225,2018-07-20
101,韶关,0.0035789652541041595,224,2018-07-20
30,太原,0.003574326632078741,222,2018-07-20
221,柳州,0.003568518168527674,220,2018-07-20
17,绍兴,0.00356770332741851,227,2018-07-20
260,中卫,0.0035666666621695757,218,2018-07-20
72,泰安,0.0035589594052487716,221,2018-07-20
250,汉中,0.003554102299186202,221,2018-07-20
106,咸宁,0.003544953580438461,224,2018-07-20
104,扬州,0.0035363473647546427,224,2018-07-20
100,宜春,0.0035339995978859434,224,2018-07-20
193,抚州,0.0035215840925898337,222,2018-07-20
231,怀化,0.0035184674769412156,223,2018-07-20
39,江门,0.003514036238253683,209,2018-07-20
207,鄂尔多斯,0.003505786832357822,212,2018-07-20
85,商洛,0.003501731453580439,219,2018-07-20
154,福州,0.0034996226328734125,217,2018-07-20
191,亳州,0.0034713540675962405,221,2018-07-20
137,南充,0.0034646211541744035,214,2018-07-20
62,葫芦岛,0.0034582357620614587,213,2018-07-20
201,安康,0.003446298177728806,218,2018-07-20
195,邵阳,0.0034406427186101356,217,2018-07-20
168,达州,0.0034350075506400174,216,2018-07-20
138,盐城,0.0034290062549674613,215,2018-07-20
119,台州,0.003427819101605712,213,2018-07-20
203,临汾,0.003407291781856907,214,2018-07-20
239,酒泉,0.0033965297767767954,200,2018-07-20
19,中山,0.003396050606479562,209,2018-07-20
190,衢州,0.0033950268757775475,213,2018-07-20
171,芜湖,0.003386839406980492,214,2018-07-20
126,淮安,0.003386806260285543,213,2018-07-20
105,滨州,0.0033802326578932264,208,2018-07-20
236,广元,0.0033762616449977056,207,2018-07-20
84,日照,0.0033584901956696753,208,2018-07-20
89,曲靖,0.003348578009336591,207,2018-07-20
91,焦作,0.003341653599846856,211,2018-07-20
182,海西蒙古族藏族,0.0033416404128512782,190,2018-07-20
58,安顺,0.0033064544927620234,206,2018-07-20
268,漯河,0.003285957396410635,206,2018-07-20
103,益阳,0.0032823370581097624,206,2018-07-20
284,池州,0.0032793098248797593,207,2018-07-20
160,延安,0.0032542144978892533,204,2018-07-20
188,呼和浩特,0.0032483796596093273,194,2018-07-20
323,固原,0.0032440585413331556,195,2018-07-20
25,德阳,0.0032406487963725396,199,2018-07-20
324,平凉,0.0032382954711288716,197,2018-07-20
82,毕节,0.00323819477296846,198,2018-07-20
115,广安,0.003230817162693715,201,2018-07-20
186,蚌埠,0.0032299645609134287,200,2018-07-20
124,长春,0.003228685051613535,193,2018-07-20
22,承德,0.0032136090545803637,195,2018-07-20
159,遂宁,0.0031928695094868694,194,2018-07-20
122,黔东南苗族侗族,0.00318425027061635,197,2018-07-20
167,东营,0.0031823073823154663,195,2018-07-20
116,泰州,0.003172919105659989,198,2018-07-20
63,乌鲁木齐,0.0031697059362849455,177,2018-07-20
142,吴忠,0.0031675364110208878,189,2018-07-20
205,宣城,0.0031650175708955097,199,2018-07-20
96,河源,0.0031530241249140643,198,2018-07-20
187,娄底,0.003152868857892739,196,2018-07-20
110,哈尔滨,0.003148849578802757,189,2018-07-20
74,宝鸡,0.003146848803090802,193,2018-07-20
177,黄石,0.003145500919118786,198,2018-07-20
117,忻州,0.0031443511316153186,194,2018-07-20
255,六盘水,0.003128115178946806,190,2018-07-20
57,漳州,0.0031222403157183873,193,2018-07-20
244,张掖,0.0031171214724710385,182,2018-07-20
141,赤峰,0.0031144922632881673,189,2018-07-20
55,厦门,0.0031142043887586457,193,2018-07-20
267,白银,0.0031072317468218867,187,2018-07-20
248,仙桃,0.0030990112864613126,195,2018-07-20
289,三明,0.00309808321031002,195,2018-07-20
314,武威,0.003079273184142586,182,2018-07-20
325,天水,0.003075764236124148,186,2018-07-20
127,宿迁,0.0030744191116433084,193,2018-07-20
143,银川,0.0030691354817046195,186,2018-07-20
128,茂名,0.0030610166799093126,175,2018-07-20
224,长治,0.003060702538126855,187,2018-07-20
233,张家界,0.0030408376080615033,190,2018-07-20
183,泸州,0.003036460879581364,183,2018-07-20
148,马鞍山,0.0030327485522460796,190,2018-07-20
179,枣庄,0.003024734945304978,189,2018-07-20
40,肇庆,0.0030111391390096444,184,2018-07-20
280,贺州,0.0030088966031118873,176,2018-07-20
199,锦州,0.003004859080788653,181,2018-07-20
48,镇江,0.0030035161898944746,188,2018-07-20
312,梧州,0.0029851760612477967,175,2018-07-20
275,景德镇,0.002984348333599061,187,2018-07-20
249,定西,0.0029811483282734565,182,2018-07-20
254,黔西南布依族苗族,0.0029780885830481916,180,2018-07-20
125,大理白族,0.0029775430958590395,177,2018-07-20
270,南平,0.002973450179513188,186,2018-07-20
211,大同,0.002944621651552963,177,2018-07-20
121,吕梁,0.0029250205786710507,176,2018-07-20
134,大连,0.0029077038315788424,171,2018-07-20
87,揭阳,0.00287958990974668,174,2018-07-20
265,晋城,0.0028257186992046357,174,2018-07-20
337,哈密,0.002815661175607274,152,2018-07-20
144,海东,0.002808313654103025,160,2018-07-20
